Id,HitboxActive,FirstActionableFrame,BaseDamage,Angle,BaseKnockBackSetKnockback,LandingLag,AutoCancel,KnockbackGrowth,Type,Name,OwnerId,LastModified
296,"6-9","33","8","95","46","","","100",1,"Utilt",6,10/26/2016 20:37:14
297,"7-8 (Leg Intangibility: 7-17)","41","7/6","80","80","","","75",1,"Dtilt",6,10/26/2016 20:37:14
298,"9-17","-","7","80","80","","","75",1,"Dtilt (Late)",6,10/26/2016 20:37:14
299,"19","64","3","60/170/0/180","B: 30 W: 25/10/10/10","","","30/100/100/100",1,"Fsmash (Hit 1)",6,10/26/2016 20:37:14
300,"24","-","3/2/4","15/15/170","W: 90/50/10","","","100",1,"Fsmash (Hit 2)",6,10/26/2016 20:37:14
301,"28","-","13/12","361","42","","","115",1,"Fsmash (Hit 3)",6,10/26/2016 20:37:14
302,"15","47","13","83","40","","","96",1,"Usmash (Early)",6,10/26/2016 20:37:14
303,"16-17","-","12/13/13/11","83","40","","","96/96/96/90",1,"Usmash",6,10/26/2016 20:37:14
304,"18-19","-","8","60","32","","","100",1,"Usmash (Late)",6,10/26/2016 20:37:14
305,"8-9","50","4","170/176/160/167","W: 90/120/90/120","","","97",1,"Dsmash",6,10/26/2016 20:37:14
306,"21-23","-","12","35","35","","","94",1,"Dsmash (Hit 2)",6,10/26/2016 20:37:14
308,"7-8","32","","","","","","",1,"Standing Grab",6,10/26/2016 20:37:14
309,"10-11","40","","","","","","",1,"Dash Grab",6,10/26/2016 20:37:14
310,"11-12","37","","","","","","",1,"Pivot Grab",6,10/26/2016 20:37:14
312,"-","-","4, 3","45","60","","","120",3,"Fthrow",6,10/26/2016 20:37:14
313,"-","-","3, 3","38","48","","","110",3,"Bthrow",6,10/26/2016 20:37:14
314,"-","-","2, 2.5, 4","80","78","","","97",3,"Uthrow",6,10/26/2016 20:37:14
315,"-","-","7","122","40","","","110",3,"Dthrow",6,10/26/2016 20:37:14
321,"5-15","39","8","40","25","15","31&gt;","100",0,"Nair",6,10/26/2016 20:37:14
322,"18-19","54","14/14/13/13","270/60/45/45","20/20/30/30","18","1-2, 43&gt;","90/100/83/83",0,"Fair",6,10/26/2016 20:37:14
323,"20-25","-","11","45","30","-","-","83",0,"Fair (Late)",6,10/26/2016 20:37:14
324,"11-13","42","13","361","20","14","1-4, 37&gt;","95",0,"Bair",6,10/26/2016 20:37:14
325,"7-9","45","12","82","42","15","26&gt;","82",0,"Uair",6,10/26/2016 20:37:14
326,"10-25","-","8.5","82","42","-","-","80",0,"Uair (Late)",6,10/26/2016 20:37:14
327,"11-13","60","15/13","270/60","10/30","26","1-4, 43&gt;","100/105",0,"Dair",6,10/26/2016 20:37:14
328,"14-42","-","8","65","80","-","-","55",0,"Dair (Late)",6,10/26/2016 20:37:14
329,"16-17","61","0","361","40","","","100",2,"Blade Beam (Windbox)",6,10/26/2016 20:37:14
330,"18-68","-","8","55","38","","","60",2,"Blade Beam (Grounded)",6,10/26/2016 20:37:14
331,"18-68","-","6","55","38","","","60",2,"Blade Beam (Grounded, Late)",6,10/26/2016 20:37:14
332,"18-68","-","6.4","55","38","","","60",2,"Blade Beam (Aerial)",6,10/26/2016 20:37:14
333,"18-68","-","4.8","55","38","","","60",2,"Blade Beam (Aerial, Late)",6,10/26/2016 20:37:14
334,"16-58 (Intangible: 10-17)","61","6","55","38","","","60",2,"Limit Blade Beam (Ground, Projectile)",6,10/26/2016 20:37:14
335,"1-28 (Rehit rate: 6)","-","2","367","W: 40","","","100",2,"Limit Blade Beam (Ground)",6,10/26/2016 20:37:14
336,"29-30","-","3","48","40","","","226",2,"Limit Blade Beam (Ground)",6,10/26/2016 20:37:14
337,"16-58 (Intangible: 10-17)","61","4.8","55","38","","","60",2,"Limit Blade Beam (Aerial, Projectile)",6,10/26/2016 20:37:14
338,"1-28 (Rehit rate: 6)","-","1.6","367","W: 40","","","100",2,"Limit Blade Beam (Aerial)",6,10/26/2016 20:37:14
339,"29-30","-","2.4","48","40","","","226",2,"Limit Blade Beam (Aerial)",6,10/26/2016 20:37:14
340,"10-11","41","4","75/105/367","30","","","35/35/40",2,"Cross Slash 1",6,10/26/2016 20:37:14
341,"2-3","32","3","107/78","43","","","25",2,"Cross Slash 2",6,10/26/2016 20:37:14
342,"2-3","56","3","70/290","W: 20/30","","","100",2,"Cross Slash 3 (Hit 1)",6,10/26/2016 20:37:14
343,"11-12","-","3","77/110","W: 37","","","100",2,"Cross Slash (Hit 2)",6,10/26/2016 20:37:14
344,"25-26","-","6","50","30","","","140",2,"Cross Slash (Hit 3)",6,10/26/2016 20:37:14
345,"10-11 (Intangible: 6-11)","61","5","366","W: 80","","","100",2,"Limit Cross Slash (Hit 1)",6,10/26/2016 20:37:14
346,"15-16","-","5","366","W: 80","","","100",2,"Limit Cross Slash (Hit 2)",6,10/26/2016 20:37:14
347,"21-22","-","3","70/290","W: 14/21","","","100",2,"Limit Cross Slash (Hit 3)",6,10/26/2016 20:37:14
348,"28","-","3","77/110","W: 26","","","100",2,"Limit Cross Slash (Hit 4)",6,10/26/2016 20:37:14
349,"39-40","-","10","50","30","","","153",2,"Limit Cross Slash (Hit 5)",6,10/26/2016 20:37:14
350,"7","-","3","40/78/102","W: 80/","","","100",2,"Climhazard (Hit 1)",6,10/26/2016 20:37:14
351,"9-10","-","4","87/96","68","","","40",2,"Climhazard (Hit 2, Early)",6,10/26/2016 20:37:14
352,"11","-","4","87/96/90","68/68/98","","","40",2,"Climhazard (Hit 2)",6,10/26/2016 20:37:14
353,"12-15","-","4","85/96/90","50/50/70","","","40",2,"Climhazard (Hit 2, Late)",6,10/26/2016 20:37:14
354,"7 (Intangible: 5-12)","-","6","40/78/102","W: 80/","","","100",2,"Limit Climhazard (Hit 1)",6,10/26/2016 20:37:14
355,"10","-","7","88","50","","","135",2,"Limit Climhazard (Hit 2, Early)",6,10/26/2016 20:37:15
356,"11-16","-","7","88/88/90","50/50/98","","","110/110/40",2,"Limit Climhazard (Hit 2)",6,10/26/2016 20:37:15
357,"12-","-","4.5","262/45","90/130","","","25",2,"Climhazard (Decend)",6,10/26/2016 20:37:15
358,"1-2","21","3.5","64","64","","","128",2,"Climhazard (Landing)",6,10/26/2016 20:37:15
359,"Starts Charging: 6","-","-","-","-","","","-",2,"Limit Break",6,10/26/2016 20:37:15
360,"Frames to Charge: 400","-","-","-","-","","","-",2,"Limit Break (Charge)",6,10/26/2016 20:37:15
361,"16-17 (Cannot hit more than once)","80","1","80","60","","","417",2,"Finishing Touch (Grounded)",6,10/26/2016 20:37:15
362,"19 (Cannot hit more than once)","-","1","80","60","","","390",2,"Finishing Touch (Grounded, Late)",6,10/26/2016 20:37:15
363,"27-31","-","0","361","W: 80","","","100",2,"Finishing Touch (Windbox)",6,10/26/2016 20:37:15
364,"16-17 (Cannot hit more than once)","80","1","80","60","","","359",2,"Finishing Touch (Aerial)",6,10/26/2016 20:37:15
365,"19 (Cannot hit more than once)","-","1","80","60","","","359",2,"Finishing Touch (Aerial, Late)",6,10/26/2016 20:37:15
366,"27-31","-","0","361","W: 80","","","86",2,"Finishing Touch (Aerial, Windbox)",6,10/26/2016 20:37:15
367,"5","28","2/2/3","60/60/92","W: 35/20/30","","","100",1,"Jab 1",7,10/26/2016 20:37:16
368,"6","-","2/2/3","60/60/110","W: 35/20/30","","","100",1,"Jab 1 (Late)",7,10/26/2016 20:37:16
369,"4-5","30","2","64/79/90","35/35/30","","","22",1,"Jab 2",7,10/26/2016 20:37:16
370,"6-8","36","3.3/5","50","50","","","160/140",1,"Jab 3",7,10/26/2016 20:37:16
371,"-","-","0.9","361/94","8","","","40",1,"Rapid Jab",7,10/26/2016 20:37:16
372,"3-4","40","3","50","52","","","150",1,"Rapid Jab Finisher",7,10/26/2016 20:37:16
373,"11, 14, 17, 20, 23","56","2","15","W: 55/12/5","","","100",1,"Dash Attack (Hits 1-5)",7,10/26/2016 20:37:16
374,"26","-","3","60","40","","","160",1,"Dash Attack (Hit 6)",7,10/26/2016 20:37:16
375,"8-10","35","10.5","70","30","","","100",1,"Ftilt",7,10/26/2016 20:37:16
376,"7-8","36","9","88","65","","","53",1,"Utilt",7,10/26/2016 20:37:16
377,"9-16","-","9/9/9/6","88","65","","","53",1,"Utilt (Late)",7,10/26/2016 20:37:16
378,"5-7","31","7.5","100","50","","","80",1,"Dtilt",7,10/26/2016 20:37:16
379,"12-68 (Rehit rate: 5)","-","0.5","80","20","","","1",1,"Fsmash (Charge)",7,10/26/2016 20:37:16
380,"17 (Low Priority)","57","12/11","50","35","","","99",1,"Fsmash (Early)",7,10/26/2016 20:37:16
381,"18 (Low Priority)","-","12/11/15.2","50","35","","","99/99/105",1,"Fsmash",7,10/26/2016 20:37:16
382,"19-22 (Low Priority)","-","12/11/16.5","50","35","","","99/99/105",1,"Fsmash (Late)",7,10/26/2016 20:37:16
383,"13-15","52","13/13/15/10","93/93/93/95","50/50/50/75","","","86/86/86/75",1,"Usmash",7,10/26/2016 20:37:16
384,"13-15","54","11/9/14","32/35/35","40/50/50","","","95",1,"Dsmash",7,10/26/2016 20:37:16
386,"7-8","31","","","","","","",1,"Standing Grab",7,10/26/2016 20:37:16
387,"8-9","38","","","","","","",1,"Dash Grab",7,10/26/2016 20:37:16
388,"9-10","36","","","","","","",1,"Pivot Grab",7,10/26/2016 20:37:16
390,"-","-","5, 2","50","80","","","70",3,"Fthrow",7,10/26/2016 20:37:16
391,"-","-","6.5, 2","130","60","","","110",3,"Bthrow",7,10/26/2016 20:37:16
392,"-","-","6.5, 3","85","30","","","198",3,"Uthrow",7,10/26/2016 20:37:16
393,"-","-","6.5, 3","70","80","","","150",3,"Dthrow",7,10/26/2016 20:37:16
399,"6-7","47","7","70","45","13","1-5, 50&gt;","105",0,"Nair",7,10/26/2016 20:37:16
400,"8-19","-","5.5","70","45","-","-","105",0,"Nair (Late)",7,10/26/2016 20:37:16
401,"7-10","36","7.5","65","40","14","1-6, 30&gt;","99",0,"Fair",7,10/26/2016 20:37:16
402,"13","42","11","361","40","14","1-5, 42&gt;","100",0,"Bair",7,10/26/2016 20:37:16
403,"14-16","-","9","361","40","-","-","100",0,"Bair (Late)",7,10/26/2016 20:37:16
404,"7-12","38","9","70","55","15","1-3, 40&gt;","99",0,"Uair",7,10/26/2016 20:37:16
405,"12-28 (Rehit rate: 2)","52","2","120/260/120","W: 15/80/35","26","1-11, 41&gt;","100",0,"Dair",7,10/26/2016 20:37:16
406,"1-4","-","3","361","50","-","-","110",0,"Dair (Landing)",7,10/26/2016 20:37:16
407,"15-68 (Low Priority)","60","4","55","30","","","80",2,"Dragon Fang Shot (Shot, No Charge)",7,10/26/2016 20:37:16
408,"24-25 (Low Priority)","-","10 (+3)","50","50","","","100",2,"Dragon Fang Shot (Bite, No Charge)",7,10/26/2016 20:37:16
409,"45-96 (Low Priority)","121","8~","55","50","","","80",2,"Dragon Fang Shot (Shot, Fully Charged)",7,10/26/2016 20:37:16
410,"85-86 (Low Priority)","-","20 (+3)","50","10","","","100",2,"Dragon Fang Shot (Bite, Fully Charged)",7,10/26/2016 20:37:16
411,"10-11 (Low Priority)","42","8/15","50/40","25/30","","","100",2,"Dragon Lunge (Aerial)",7,10/26/2016 20:37:16
412,"4","72","-","-","-","","","-",2,"Dragon Lunge (Special Hop)",7,10/26/2016 20:37:16
413,"4-5 (Low Priority)","42","7/15","50/40","25/30","","","100",2,"Dragon Lunge (Out of Special Hop)",7,10/26/2016 20:37:16
414,"10-17","46","12","55","70","","","90",2,"Dragon Lunge (Pin, Forward)",7,10/26/2016 20:37:16
415,"18-24","-","7","55","70","","","90",2,"Dragon Lunge (Pin, Forward)",7,10/26/2016 20:37:16
416,"6-7","46","5","48","70","","","110",2,"Dragon Lunge (Pin, Behind, Early)",7,10/26/2016 20:37:16
417,"14-21","-","12","55","70","","","90",2,"Dragon Lunge (Pin, Behind)",7,10/26/2016 20:37:16
418,"22-28","-","7","55","70","","","90",2,"Dragon Lunge (Pin, Behind, Late)",7,10/26/2016 20:37:16
419,"-","44","-","-","-","","","-",2,"Dragon Lunge (Pin, Jump)",7,10/26/2016 20:37:16
420,"18 (Intangible: 10-17)","-","4.5/0","85/0","W: 150/35","","","100",2,"Dragon Ascent (Hit 1)",7,10/26/2016 20:37:16
421,"20, 22, 24, 26, 28, 30","-","1","80/105/68","W: 150","","","100",2,"Dragon Ascent (Hits 2-7)",7,10/26/2016 20:37:16
422,"32","-","3","65","70","","","155",2,"Dragon Ascent (Hit 8)",7,10/26/2016 20:37:16
423,"Counter: 7-24 (Intangible: 6-7)","64","-","-","-","","","-",2,"Counter Surge",7,10/26/2016 20:37:16
424,"26 (Intangible: 1-49)","50","8 (1.2&#215;)","80","90","","","74",2,"Counter Surge (Attack)",7,10/26/2016 20:37:16
425,"27-30","-","8 (1.3&#215;)","90","90","","","68",2,"Counter Surge (Attack, Late)",7,10/26/2016 20:37:16
426,"5-6","27","2","55/90","38","","","30",1,"Jab 1",8,10/26/2016 20:37:17
427,"5-6","30","2","60/90/120","30","","","30",1,"Jab 2",8,10/26/2016 20:37:17
428,"3-4","32","5","70","60","","","100",1,"Jab 3",8,10/26/2016 20:37:17
429,"-","-","1","30/80","W: 10/3","","","100",1,"Rapid Jab",8,10/26/2016 20:37:17
430,"5","40","2","361","45","","","170",1,"Rapid Jab Finisher",8,10/26/2016 20:37:17
431,"7-9","39","11","60","80","","","50",1,"Dash Attack",8,10/26/2016 20:37:17
432,"10-14","40","7/10","361","15","","","100",1,"Ftilt",8,10/26/2016 20:37:17
433,"6","43","2","100","W: 110","","","100",1,"Utilt (Hit 1)",8,10/26/2016 20:37:17
434,"8-10","-","3","365/90","W: 60/80","","","100",1,"Utilt (Hit 2)",8,10/26/2016 20:37:17
435,"15-16","-","5","83","50","","","120",1,"Utilt (Hit 3)",8,10/26/2016 20:37:17
436,"6-7","32","6","55","70","","","50",1,"Dtilt",8,10/26/2016 20:37:17
437,"10","59","5","35/70/0/70","W: 53/43/15/5","","","100",1,"Fsmash (Hit 1)",8,10/26/2016 20:37:17
438,"21","-","10","361","42","","","122",1,"Fsmash (Hit 2)",8,10/26/2016 20:37:17
439,"6","52","3","365/365/105","W: 20/33/33, B: 40","","","100",1,"Usmash (Hit 1)",8,10/26/2016 20:37:17
440,"7","-","3","110","W: 140","","","100",1,"Usmash (Hit 1, Late)",8,10/26/2016 20:37:17
441,"10","-","2","98/120/120","W: 20/50/50","","","100",1,"Usmash (Hit 2)",8,10/26/2016 20:37:17
442,"18","-","8","89","66","","","102",1,"Usmash (Hit 3)",8,10/26/2016 20:37:17
443,"5-6","41","12/12/10","55","35","","","93",1,"Dsmash (Hit 1)",8,10/26/2016 20:37:17
444,"18-20","-","12/12/10","30","25","","","93",1,"Dsmash (Hit 2)",8,10/26/2016 20:37:17
446,"6-7","30","","","","","","",1,"Standing Grab",8,10/26/2016 20:37:17
447,"8-9","37","","","","","","",1,"Dash Grab",8,10/26/2016 20:37:17
448,"9-10","35","","","","","","",1,"Pivot Grab",8,10/26/2016 20:37:17
450,"-","-","6, 4","45","50","","","150",3,"Fthrow",8,10/26/2016 20:37:17
451,"-","-","8","45","65","","","60",3,"Bthrow",8,10/26/2016 20:37:17
452,"-","-","4, 7","90","70","","","72",3,"Uthrow",8,10/26/2016 20:37:17
453,"-","-","2, 4","70","80","","","60",3,"Dthrow",8,10/26/2016 20:37:17
459,"4, 7, 10, 13, 16, 19, 22","55","0.7","65/125/25/160","70/70/20/20","24","1-3, 30&gt;","100",0,"Nair (Hit 1-7)",8,10/26/2016 20:37:18
460,"25","-","4","361","60","-","-","100",0,"Nair (Hit 8)",8,10/26/2016 20:37:18
461,"11-12, 14-15","47","1.5","366","20","20","28&gt;","48",0,"Fair (Hits 1-2)",8,10/26/2016 20:37:18
462,"18-19","-","4","361","20","-","-","180",0,"Fair (Hit 3)",8,10/26/2016 20:37:18
463,"10-12","41","12/8","46/66","30","20","28&gt;","96",0,"Bair",8,10/26/2016 20:37:18
464,"12-13, 15-16, 18-19, 21-22","50","2","90/270/165/165","W: 80/20/60/60","24","1-4, 37&gt;","100",0,"Uair (Hits 1-4)",8,10/26/2016 20:37:18
465,"24-25","-","2","68","5","-","-","270",0,"Uair (Hit 5)",8,10/26/2016 20:37:18
466,"10","37","10","270/60","0/40","24","1-6, 36&gt;","80",0,"Dair",8,10/26/2016 20:37:18
467,"11-12","-","10","80/70","50/40","-","-","80",0,"Dair (Late)",8,10/26/2016 20:37:18
468,"20-58","59","4.3125","60","4","","","88",2,"Silver Bow (No Charge)",8,10/26/2016 20:37:18
469,"22-60","43","-","-","-","","","-",2,"Silver Bow (No Charge, Aerial)",8,10/26/2016 20:37:18
470,"79-117","118","10.95","-","-","","","-",2,"Silver Bow (Full Charge)",8,10/26/2016 20:37:18
471,"Inert Detector: 16-35 (Super Armor: 11-26)","83","-","-","-","","","-",2,"Electroshock Arm (Ground)",8,10/26/2016 20:37:18
472,"2-4","50","12","43","99","","","67",2,"Electroshock Arm (Ground, Attack)",8,10/26/2016 20:37:18
473,"Inert Detector: 19-35 (Super Armor: 11-26)","121","-","-","-","","","-",2,"Electroshock Arm (Aerial)",8,10/26/2016 20:37:18
474,"2-5","58","9.5","43","90","","","58",2,"Electroshock Arm (Aerial, Attack)",8,10/26/2016 20:37:18
475,"Intangible: 9-19","-","-","-","-","","","-",2,"Power of Flight",8,10/26/2016 20:37:18
476,"Shield Appears: 9-29 (1.5&#215;, 50% Break Threshold)","64","-","-","-","","","-",2,"Guardian Orbitars (Minimum Duration)",8,10/26/2016 20:37:18
477,"Shield Appears: 9-89 (1.5&#215;, 50% Break Threshold)","124","-","-","-","","","-",2,"Guardian Orbitars (Maximum Duration)",8,10/26/2016 20:37:18
478,"3-4","34","1.2","105","W: 16/18/24","","","100",1,"Jab 1",9,10/26/2016 20:37:19
479,"5-6","37","1.2","100","W: 16/18/24","","","100",1,"Jab 2",9,10/26/2016 20:37:19
480,"9-10","35","2","90/85/60","W: 25/25/37","","","100",1,"Jab 3",9,10/26/2016 20:37:19
481,"-","-","1","60","W: 8","","","100",1,"Rapid Jab",9,10/26/2016 20:37:19
482,"5-6","39","3","55","45","","","177",1,"Rapid Jab Finisher",9,10/26/2016 20:37:19
483,"9","46","2","40","55","","","100",1,"Dash Attack (Hit 1)",9,10/26/2016 20:37:19
484,"18","-","2","366","62","","","100",1,"Dash Attack (Hit 2)",9,10/26/2016 20:37:19
485,"24","-","3","78","80","","","90",1,"Dash Attack (Hit 3)",9,10/26/2016 20:37:19
486,"10","37","10","361","10","","","100",1,"Ftilt (All Angles)",9,10/26/2016 20:37:19
487,"11-13","-","7","361","10","","","100",1,"Ftilt (All Angles, Late)",9,10/26/2016 20:37:19
488,"6-11","33","6","92","28","","","150",1,"Utilt",9,10/26/2016 20:37:19
489,"4-5","19","5.5","40/50/60","15","","","75",1,"Dtilt",9,10/26/2016 20:37:19
490,"12-13","51","5","90/60/30","W: 28/35/42","","","100",1,"Fsmash (Hit 1)",9,10/26/2016 20:37:19
491,"22-24","-","11/9","46/50/60","40","","","116",1,"Fsmash (Hit 2)",9,10/26/2016 20:37:19
492,"5-8","54","2.5","95/110/95/95","W: 85/106/50/60","","","100",1,"Usmash (Hit 1)",9,10/26/2016 20:37:19
493,"12-15","-","2.5","125/105/95","W: 48/45/45","","","100",1,"Usmash (Hit 2)",9,10/26/2016 20:37:19
494,"19-23","-","6","85","50","","","126",1,"Usmash (Hit 3)",9,10/26/2016 20:37:19
495,"6-7","53","12","33","40","","","72",1,"Dsmash (Hit 1)",9,10/26/2016 20:37:19
496,"16-18","-","10","35","35","","","76",1,"Dsmash (Hit 2)",9,10/26/2016 20:37:19
498,"6-7","32","","","","","","",1,"Standing Grab",9,10/26/2016 20:37:19
499,"8-9","39","","","","","","",1,"Dash Grab",9,10/26/2016 20:37:19
500,"9-10","37","","","","","","",1,"Pivot Grab",9,10/26/2016 20:37:19
502,"-","-","9","46","69","","","65",3,"Fthrow",9,10/26/2016 20:37:19
503,"-","-","12","42","60","","","55",3,"Bthrow",9,10/26/2016 20:37:19
504,"-","-","1, 4","75","50","","","120",3,"Uthrow",9,10/26/2016 20:37:19
505,"-","-","7","106","85","","","59",3,"Dthrow",9,10/26/2016 20:37:19
511,"8-20","49","6","80","60","13","1-3, 59&gt;","75",0,"Nair",9,10/26/2016 20:37:19
512,"6-9","47","10","361","30","26","1-2, 26&gt;","86",0,"Fair",9,10/26/2016 20:37:19
513,"10-16","-","8","361","30","-","-","86",0,"Fair (Late)",9,10/26/2016 20:37:19
514,"5-8","31","9","361","30","12","1-2, 20&gt;","102",0,"Bair",9,10/26/2016 20:37:19
515,"4-7","39","6","76","64","21","27&gt;","89",0,"Uair",9,10/26/2016 20:37:19
516,"17","49","13/10","270","30","28","1-16, 37&gt;","102",0,"Dair",9,10/26/2016 20:37:19
517,"18-","49","3","70","40","","","70",2,"Peanut Popgun (Peanut)",9,10/26/2016 20:37:19
518,"123","229","23","361","30","","","92",2,"Peanut Popgun (Explosion)",9,10/26/2016 20:37:19
519,"20-42","44","-","-","-","","","-",2,"Monkey Flip (Grab)",9,10/26/2016 20:37:19
520,"-","-","3, 7","361","50","","","100",2,"Monkey Flip (Ground Throw)",9,10/26/2016 20:37:19
521,"-","-","3, 5","270","25","","","40",2,"Monkey Flip (Aerial Throw)",9,10/26/2016 20:37:19
522,"6-10","30","14/12","361","80","","","50",2,"Monkey Flip (Attack Input)",9,10/26/2016 20:37:19
523,"11-25","-","12/10","361","80","","","50",2,"Monkey Flip (Attack Input, Late)",9,10/26/2016 20:37:19
524,"8-9","-","10","361","40","","","85",2,"Rocketbarrel Boost (Launch)",9,10/26/2016 20:37:19
525,"10-16","-","8","80","40","","","90",2,"Rocketbarrel Boost (Travel)",9,10/26/2016 20:37:19
526,"17-33","-","6","70","40","","","90",2,"Rocketbarrel Boost (Travel, Late)",9,10/26/2016 20:37:19
527,"1-2","-","18","70","50","","","60",2,"Rocketbarrel Boost (Explosion)",9,10/26/2016 20:37:19
528,"20-","40","3","361","50","","","0",2,"Banana Peel",9,10/26/2016 20:37:19
529,"-","50","-","-","-","","","-",2,"Banana Peel (Failed)",9,10/26/2016 20:37:19
530,"5-6","25","4","361/110/361/130","0/35/0/45","","","100/25/100/25",1,"Jab 1",10,10/26/2016 20:37:20
531,"6-7","35","6","70","40","","","100",1,"Jab 2",10,10/26/2016 20:37:20
532,"9-12","42","10 (+1)","53","85","","","53",1,"Dash Attack",10,10/26/2016 20:37:20
533,"13-24","-","8 (+1)","45","60","","","65",1,"Dash Attack (Late)",10,10/26/2016 20:37:20
534,"9-11 (Arm Intangibility: 7-11)","38","11","361","10","","","100",1,"Ftilt (High)",10,10/26/2016 20:37:20
535,"9-11 (Arm Intangibility: 1-25)","-","10","361","10","","","100",1,"Ftilt",10,10/26/2016 20:37:20
536,"9-11 (Arm Intangibility: 1-25)","-","9","361","10","","","100",1,"Ftilt (Low)",10,10/26/2016 20:37:20
537,"5-11 (Arm Intangibility: 5-25)","39","9/10/11","100","40","","","105/110/115",1,"Utilt",10,10/26/2016 20:37:20
538,"7-9 (Arm Intangibility: 1-9)","23","7/7/6","361","10","","","80",1,"Dtilt",10,10/26/2016 20:37:20
539,"22-23 (Head and Arms Intangible: 20-26)","55","20/19","46/361","30/25","","","91",1,"Fsmash",10,10/26/2016 20:37:20
540,"14-15 (Head and Arms Intangible: 12-15)","50","18 (+4)","90","30","","","83",1,"Usmash",10,10/26/2016 20:37:20
541,"11-12 (Arms Intangible: 11-14)","56","17/17/14/14 (+1)","70/70/82/82","35","","","88",1,"Dsmash",10,10/26/2016 20:37:20
542,"13-14","-","18/18/14/14","55/55/98/98","30/30/35/35","","","88",1,"Dsmash (Late)",10,10/26/2016 20:37:20
544,"8-9","31","","","","","","",1,"Standing Grab",10,10/26/2016 20:37:20
545,"10-11","39","","","","","","",1,"Dash Grab",10,10/26/2016 20:37:20
546,"11-12","37","","","","","","",1,"Pivot Grab",10,10/26/2016 20:37:20
548,"-","-","-","-","-","","","-",3,"Fthrow",10,10/26/2016 20:37:20
549,"-","-","10","60","80","","","50",3,"Fthrow (Cargo)",10,10/26/2016 20:37:20
550,"-","-","12","72","70","","","80",3,"Bthrow (Cargo)",10,10/26/2016 20:37:20
551,"-","-","10","90","58","","","52",3,"Uthrow (Cargo)",10,10/26/2016 20:37:20
552,"-","-","7","48","50","","","38",3,"Dthrow (Cargo)",10,10/26/2016 20:37:20
553,"-","-","11","40","60","","","65",3,"Bthrow",10,10/26/2016 20:37:20
554,"-","-","9","90","70","","","50",3,"Uthrow",10,10/26/2016 20:37:20
555,"-","-","7","361","60","","","50",3,"Dthrow",10,10/26/2016 20:37:20
561,"10-13","39","11","361","20","17","1-9, 27&gt;","100",0,"Nair",10,10/26/2016 20:37:20
